"field_name","Point_count_ID","Site","Species_common_name","Est_distance","PC_time","Time_of_day","Audio_visual","Notes"
12216,"19_11_23_03","Riparian 1","Blue-crowned Hanging Parrot",20,"0:01:45","8:01:45 AM","A",""
12217,"19_11_23_03","Riparian 1","Green Iora",35,"0:01:57","8:01:57 AM","A","also at 9:45, 19:46"
12218,"19_11_23_03","Riparian 1","Crested Serpent Eagle",45,"0:03:08","8:03:08 AM","V",""
12219,"19_11_23_03","Riparian 1","Little Spiderhunter",20,"0:08:34","8:08:34 AM","V",""
12220,"19_11_23_03","Riparian 1","Black-naped Monarch",15,"0:09:37","8:09:37 AM","A",""
12222,"19_11_23_03","Riparian 1","Maroon-breasted Philentoma",25,"0:11:25","8:11:25 AM","A",""
12223,"19_11_23_03","Riparian 1","Ashy Tailorbird",20,"0:13:36","8:13:36 AM","A",""
12224,"19_11_23_03","Riparian 1","Dicaeidae",30,"0:13:37","8:13:37 AM","A",""
12225,"19_11_23_03","Riparian 1","Sunbird",30,"0:19:27","8:19:27 AM","A",""
12226,"19_11_23_04","Riparian 1","Slender-billed Crow",60,"0:01:08","9:01:08 AM","A",""
12227,"19_11_23_04","Riparian 1","Black-naped Monarch",15,"0:01:12","9:01:12 AM","A",""
12228,"19_11_23_04","Riparian 1","Sooty-capped Babbler",20,"0:01:21","9:01:21 AM","A",""
12229,"19_11_23_04","Riparian 1","Bushy-crested Hornbill",70,"0:01:32","9:01:32 AM","A",""
12230,"19_11_23_04","Riparian 1","Crested Serpent Eagle",45,"0:04:01","9:04:01 AM","A",""
12231,"19_11_23_04","Riparian 1","Spectacled Bulbul",15,"0:04:48","9:04:48 AM","A",""
12232,"19_11_23_04","Riparian 1","Rufous-tailed Tailorbird",20,"0:05:24","9:05:24 AM","A","also at 12:42"
12233,"19_11_23_04","Riparian 1","Yellow-rumped Flowerpecker",15,"0:12:01","9:12:01 AM","A",""
12234,"19_11_23_05","Riparian 1","Slender-billed Crow",50,"0:00:00","10:00:00 AM","A","also at 15:27"
12235,"19_11_23_05","Riparian 1","Orthotomus",15,"0:00:15","10:00:15 AM","A","call"
12236,"19_11_23_05","Riparian 1","Green Iora",40,"0:00:56","10:00:56 AM","A",""
12237,"19_11_23_05","Riparian 1","Yellow-rumped Flowerpecker",25,"0:02:40","10:02:40 AM","A",""
12239,"19_11_23_05","Riparian 1","Black-and-yellow Broadbill",40,"0:03:43","10:03:43 AM","A",""
12240,"19_11_23_05","Riparian 1","Spectacled Bulbul",15,"0:06:18","10:06:18 AM","A",""
12241,"19_11_23_05","Riparian 1","Sunbird",NA,"0:06:23","10:06:23 AM","A","Tshi-shi, like Van Hasselt's Sunbird"
12242,"19_12_10_04","D100 641","Sunda Frogmouth",20,"0:07:14","9:07:14 PM","A",""
12243,"19_11_23_05","Riparian 1","Little Spiderhunter",10,"0:10:30","10:10:30 AM","A",""
12244,"19_11_23_05","Riparian 1","Little Spiderhunter",20,"0:16:10","10:16:10 AM","AV",""
12245,"19_11_23_06","Riparian 1","Dicaeidae",20,"0:00:06","11:00:06 AM","A",""
12246,"19_11_23_06","Riparian 1","Blue-eared Barbet",40,"0:00:46","11:00:46 AM","A",""
12247,"19_11_23_06","Riparian 1","Hemiprocne",60,"0:02:28","11:02:28 AM","V","too far to identify to species level"
12248,"19_11_23_06","Riparian 1","Hemiprocne",60,"0:02:28","11:02:28 AM","V",""
12249,"19_11_23_06","Riparian 1","Human noise",25,"0:04:48","11:04:48 AM","A","lorry"
12250,"19_11_23_06","Riparian 1","Blue-crowned Hanging Parrot",40,"0:04:50","11:04:50 AM","A",""
12251,"19_11_23_06","Riparian 1","Green Iora",35,"0:05:45","11:05:45 AM","A","Also at 17:10"
12252,"19_11_23_06","Riparian 1","Crimson Sunbird",17,"0:06:35","11:06:35 AM","A",""
12253,"19_11_23_06","Riparian 1","Orthotomus",15,"0:09:27","11:09:27 AM","A","call"
12254,"19_11_23_06","Riparian 1","Black-naped Monarch",15,"0:12:40","11:12:40 AM","A","call"
12255,"19_11_23_06","Riparian 1","Black-and-yellow Broadbill",30,"0:13:13","11:13:13 AM","A",""
12256,"19_11_23_06","Riparian 1","Ashy Tailorbird",25,"0:14:14","11:14:14 AM","A",""
12257,"19_11_23_06","Riparian 1","Human noise",50,"0:16:30","11:16:30 AM","A",""
12258,"19_11_26_01","OP Belian","Yellow-vented Bulbul",6,"0:00:03","6:00:03 AM","A","also at 2:37, 3:26, 4:11, 4:49"
12259,"19_11_26_01","OP Belian","Yellow-vented Bulbul",6,"0:00:03","6:00:03 AM","A",""
12260,"19_11_26_01","OP Belian","Yellow-vented Bulbul",8,"0:00:10","6:00:10 AM","A",""
12261,"19_11_26_01","OP Belian","Bold-striped Tit-babbler",10,"0:00:24","6:00:24 AM","A","also at 3:52"
12262,"19_11_26_01","OP Belian","Malaysian Pied Fantail",10,"0:00:30","6:00:30 AM","A","call // also at 2:06, 7:05"
12263,"19_11_26_01","OP Belian","Human noise",80,"0:00:53","6:00:53 AM","A","rooster; also at 7:22"
12264,"19_11_26_01","OP Belian","Bold-striped Tit-babbler",20,"0:01:01","6:01:01 AM","A","also at 3:57"
12265,"19_11_26_01","OP Belian","Yellow-vented Bulbul",10,"0:01:31","6:01:31 AM","A",""
12266,"19_11_26_01","OP Belian","Chestnut Munia",10,"0:01:48","6:01:48 AM","A",""
12267,"19_11_26_01","OP Belian","Bold-striped Tit-babbler",40,"0:01:59","6:01:59 AM","A",""
12268,"19_11_26_01","OP Belian","Chestnut Munia",8,"0:03:13","6:03:13 AM","A",""
12269,"19_11_26_01","OP Belian","Yellow-vented Bulbul",12,"0:04:06","6:04:06 AM","AV",""
12270,"19_11_26_01","OP Belian","Yellow-vented Bulbul",12,"0:04:06","6:04:06 AM","AV",""
12271,"19_11_26_01","OP Belian","Yellow-vented Bulbul",12,"0:04:06","6:04:06 AM","AV",""
12272,"19_11_26_01","OP Belian","Yellow-vented Bulbul",10,"0:04:34","6:04:34 AM","A",""
12273,"19_11_26_01","OP Belian","Slender-billed Crow",100,"0:05:28","6:05:28 AM","A","also at 8:21"
12274,"19_11_26_01","OP Belian","Human noise",12,"0:05:56","6:05:56 AM","A","car door"
12275,"19_11_26_01","OP Belian","Spotted Dove",40,"0:07:01","6:07:01 AM","A",""
12276,"19_11_26_01","OP Belian","Yellow-vented Bulbul",12,"0:07:49","6:07:49 AM","V",""
12277,"19_11_26_01","OP Belian","Yellow-vented Bulbul",15,"0:08:18","6:08:18 AM","V",""
12278,"19_11_26_01","OP Belian","Swift",20,"0:08:43","6:08:43 AM","V",""
12279,"19_11_26_01","OP Belian","Swift",25,"0:09:27","6:09:27 AM","V",""
12280,"19_11_26_01","OP Belian","Swift",25,"0:09:27","6:09:27 AM","V",""
12281,"19_11_26_01","OP Belian","Swift",25,"0:09:27","6:09:27 AM","V",""
12282,"19_11_26_01","OP Belian","Swift",25,"0:09:27","6:09:27 AM","V",""
12283,"19_11_26_01","OP Belian","Malaysian Pied Fantail",10,"0:09:30","6:09:30 AM","A","also at 16:31, 17:48"
12284,"19_11_26_01","OP Belian","Chestnut Munia",15,"0:09:30","6:09:30 AM","V",""
12285,"19_11_26_01","OP Belian","Chestnut Munia",15,"0:09:30","6:09:30 AM","V",""
12286,"19_11_26_01","OP Belian","Chestnut Munia",15,"0:09:30","6:09:30 AM","V",""
12287,"19_11_26_01","OP Belian","Chestnut Munia",15,"0:09:30","6:09:30 AM","V",""
12288,"19_11_26_01","OP Belian","Yellow-vented Bulbul",14,"0:12:07","6:12:07 AM","AV",""
12289,"19_11_26_01","OP Belian","Yellow-vented Bulbul",14,"0:12:07","6:12:07 AM","AV",""
12290,"19_11_26_01","OP Belian","Yellow-vented Bulbul",14,"0:12:07","6:12:07 AM","AV",""
12291,"19_11_26_01","OP Belian","Crimson Sunbird",13,"0:12:18","6:12:18 AM","A","call"
12292,"19_11_26_01","OP Belian","Yellow-bellied Prinia",15,"0:14:07","6:14:07 AM","A",""
12293,"19_11_26_01","OP Belian","Rufous-tailed Tailorbird",10,"0:15:22","6:15:22 AM","A",""
12294,"19_11_26_01","OP Belian","Asian Glossy Starling",10,"0:15:41","6:15:41 AM","AV",""
12295,"19_11_26_01","OP Belian","Asian Glossy Starling",10,"0:15:41","6:15:41 AM","AV",""
12296,"19_11_26_01","OP Belian","Asian Glossy Starling",10,"0:15:41","6:15:41 AM","AV",""
12297,"19_11_26_01","OP Belian","Asian Glossy Starling",12,"0:16:02","6:16:02 AM","AV",""
12298,"19_11_26_01","OP Belian","Yellow-bellied Prinia",15,"0:18:48","6:18:48 AM","A",""
12299,"19_11_26_01","OP Belian","Human noise",30,"0:19:40","6:19:40 AM","A",""
12300,"19_11_26_01","OP Belian","Spotted Dove",15,"0:19:48","6:19:48 AM","A",""
12301,"19_11_26_01","OP Belian","Spotted Dove",15,"0:19:48","6:19:48 AM","A",""
12302,"19_11_26_02","OP Belian","Yellow-vented Bulbul",15,"0:00:00","7:00:00 AM","A",""
12303,"19_11_26_02","OP Belian","Spotted Dove",10,"0:00:11","7:00:11 AM","A","9:03 (far)"
12304,"19_11_26_02","OP Belian","Spotted Dove",15,"0:00:17","7:00:17 AM","A",""
12305,"19_11_26_02","OP Belian","Yellow-vented Bulbul",10,"0:00:24","7:00:24 AM","A",""
12306,"19_11_26_02","OP Belian","Bornean Gibbon",700,"0:00:37","7:00:37 AM","A",""
12307,"19_11_26_02","OP Belian","Yellow-vented Bulbul",10,"0:00:59","7:00:59 AM","A",""
12308,"19_11_26_02","OP Belian","Yellow-bellied Prinia",15,"0:01:30","7:01:30 AM","A","call"
12309,"19_11_26_02","OP Belian","Chestnut Munia",15,"0:01:34","7:01:34 AM","A",""
12310,"19_11_26_02","OP Belian","Human noise",50,"0:01:39","7:01:39 AM","A","motorcycle"
12311,"19_11_26_02","OP Belian","Yellow-vented Bulbul",20,"0:02:41","7:02:41 AM","A",""
12312,"19_11_26_02","OP Belian","Bold-striped Tit-babbler",15,"0:02:46","7:02:46 AM","A",""
12313,"19_11_26_02","OP Belian","Bold-striped Tit-babbler",20,"0:03:04","7:03:04 AM","A","also at 6:58"
12314,"19_11_26_02","OP Belian","Yellow-vented Bulbul",8,"0:03:11","7:03:11 AM","A","also at 6:40, 19:15"
12315,"19_11_26_02","OP Belian","Yellow-bellied Prinia",10,"0:03:50","7:03:50 AM","A","also at 8:14, 11:13, 19:54"
12316,"19_11_26_02","OP Belian","Human noise",30,"0:04:35","7:04:35 AM","A","lorry"
12317,"19_11_26_02","OP Belian","Striated Grassbird",15,"0:06:47","7:06:47 AM","A",""
12318,"19_11_26_02","OP Belian","Bold-striped Tit-babbler",10,"0:07:42","7:07:42 AM","A","also at 11:14, 14:12, 17:11"
12319,"19_11_26_02","OP Belian","Crimson Sunbird",7,"0:09:15","7:09:15 AM","AV","male; also at 14:48"
12320,"19_11_26_02","OP Belian","Oriental Magpie Robin",25,"0:09:26","7:09:26 AM","A",""
12321,"19_11_26_02","OP Belian","Rufous-tailed Tailorbird",12,"0:11:07","7:11:07 AM","A",""
12322,"19_11_26_02","OP Belian","Human noise",25,"0:16:32","7:16:32 AM","A","cars"
12323,"19_11_26_02","OP Belian","Chestnut Munia",15,"0:16:32","7:16:32 AM","A",""
12324,"19_11_26_02","OP Belian","Yellow-vented Bulbul",10,"0:17:38","7:17:38 AM","V",""
12325,"19_11_26_02","OP Belian","Chestnut Munia",8,"0:18:06","7:18:06 AM","V",""
12326,"19_11_26_02","OP Belian","Chestnut Munia",8,"0:18:06","7:18:06 AM","V",""
12327,"19_11_26_03","OP Belian","Human noise",30,"0:00:04","8:01:04 AM","A","car"
12328,"19_11_26_03","OP Belian","Yellow-vented Bulbul",15,"0:00:18","8:01:18 AM","A",""
12329,"19_11_26_03","OP Belian","Spotted Dove",30,"0:00:40","8:01:40 AM","A",""
12330,"19_11_26_03","OP Belian","Human noise",30,"0:00:46","8:01:46 AM","A","car"
12331,"19_11_26_03","OP Belian","Yellow-bellied Prinia",15,"0:01:05","8:02:05 AM","A",""
12332,"19_11_26_03","OP Belian","Yellow-vented Bulbul",10,"0:01:28","8:02:28 AM","A",""
12333,"19_11_26_03","OP Belian","Yellow-bellied Prinia",10,"0:01:32","8:02:32 AM","A",""
12334,"19_11_26_03","OP Belian","Bold-striped Tit-babbler",10,"0:01:49","8:02:49 AM","A",""
12335,"19_11_26_03","OP Belian","Malaysian Pied Fantail",17,"0:02:11","8:03:11 AM","A","also at 4:18"
12336,"19_11_26_03","OP Belian","Chestnut Munia",10,"0:02:42","8:03:42 AM","A",""
12337,"19_11_26_03","OP Belian","Rufous-tailed Tailorbird",20,"0:05:19","8:06:19 AM","A",""
12338,"19_11_26_03","OP Belian","Yellow-vented Bulbul",6,"0:08:40","8:09:40 AM","AV",""
12339,"19_11_26_03","OP Belian","Yellow-vented Bulbul",6,"0:08:40","8:09:40 AM","AV",""
12340,"19_11_26_03","OP Belian","Oriental Magpie Robin",15,"0:09:59","8:10:59 AM","V",""
12341,"19_11_26_03","OP Belian","Slender-billed Crow",70,"0:10:59","8:11:59 AM","A",""
12342,"19_11_26_03","OP Belian","Human noise",50,"0:13:56","8:14:56 AM","A","rooster"
12343,"19_11_26_03","OP Belian","Plaintive Cuckoo",35,"0:14:06","8:15:06 AM","A",""
12344,"19_11_26_03","OP Belian","Rufous-tailed Tailorbird",10,"0:14:59","8:15:59 AM","A",""
12345,"19_11_26_04","OP Belian","Oriental Magpie Robin",15,"0:00:05","9:00:05 AM","V","also at 12:33 (A)"
12346,"19_11_26_04","OP Belian","Yellow-vented Bulbul",15,"0:00:10","9:00:10 AM","A",""
12347,"19_11_26_04","OP Belian","Chestnut Munia",10,"0:00:25","9:00:25 AM","A",""
12348,"19_11_26_04","OP Belian","Asian Glossy Starling",12,"0:00:42","9:00:42 AM","A","also at 4:43"
12349,"19_11_26_04","OP Belian","Yellow-bellied Prinia",10,"0:01:22","9:01:22 AM","A",""
12350,"19_11_26_04","OP Belian","Yellow-vented Bulbul",5,"0:01:43","9:01:43 AM","A",""
12351,"19_11_26_04","OP Belian","Bold-striped Tit-babbler",7,"0:01:52","9:01:52 AM","A","also at 14:29"
12352,"19_11_26_04","OP Belian","Bold-striped Tit-babbler",7,"0:01:52","9:01:52 AM","A",""
12353,"19_11_26_04","OP Belian","Bold-striped Tit-babbler",7,"0:01:52","9:01:52 AM","A",""
12354,"19_11_26_04","OP Belian","Striated Grassbird",10,"0:01:54","9:01:54 AM","A","also at 2:46, 3:07, 4:11"
12355,"19_11_26_04","OP Belian","Human noise",50,"0:02:25","9:02:25 AM","A",""
12356,"19_11_26_04","OP Belian","Swift",30,"0:04:10","9:04:10 AM","A",""
12357,"19_11_26_04","OP Belian","Yellow-bellied Prinia",15,"0:04:24","9:04:24 AM","A",""
12358,"19_11_26_04","OP Belian","Bold-striped Tit-babbler",25,"0:08:16","9:08:16 AM","A",""
12359,"19_11_26_04","OP Belian","Yellow-bellied Prinia",10,"0:10:50","9:10:50 AM","A","call; also at 17:20"
12360,"19_11_26_04","OP Belian","Rufous-tailed Tailorbird",20,"0:12:44","9:12:44 AM","A",""
12361,"19_11_26_04","OP Belian","Chestnut Munia",12,"0:13:02","9:13:02 AM","A",""
12362,"19_11_26_04","OP Belian","Yellow-vented Bulbul",6,"0:16:09","9:16:09 AM","AV","also at 19:18"
12363,"19_11_26_04","OP Belian","Yellow-vented Bulbul",6,"0:16:09","9:16:09 AM","AV",""
12364,"19_11_26_05","OP Belian","Yellow-bellied Prinia",10,"0:00:21","10:00:21 AM","A","also at 3:52, 19:47"
12365,"19_11_26_05","OP Belian","Yellow-bellied Prinia",10,"0:00:21","10:00:21 AM","A",""
12366,"19_11_26_05","OP Belian","Yellow-vented Bulbul",10,"0:00:28","10:00:28 AM","A","also at 3:54"
12367,"19_11_26_05","OP Belian","Yellow-vented Bulbul",10,"0:00:28","10:00:28 AM","A",""
12368,"19_11_26_05","OP Belian","Bold-striped Tit-babbler",25,"0:00:29","10:00:29 AM","A",""
12369,"19_11_26_05","OP Belian","Yellow-vented Bulbul",20,"0:04:04","10:04:04 AM","A",""
12370,"19_11_26_05","OP Belian","Yellow-bellied Prinia",8,"0:04:15","10:04:15 AM","A","call"
12371,"19_11_26_05","OP Belian","Malaysian Pied Fantail",20,"0:04:51","10:04:51 AM","A",""
12372,"19_11_26_05","OP Belian","Crested Serpent Eagle",80,"0:05:03","10:05:03 AM","A","also at 8:27, 13:07"
12373,"19_11_26_05","OP Belian","Chestnut Munia",15,"0:11:49","10:11:49 AM","A",""
12374,"19_11_26_05","OP Belian","Yellow-vented Bulbul",7,"0:12:04","10:12:04 AM","A",""
12375,"19_11_26_05","OP Belian","Human noise",30,"0:17:02","10:17:02 AM","A","Car"
12376,"19_11_26_06","OP Belian","Yellow-bellied Prinia",10,"0:02:02","11:02:02 AM","A","also at 2:55, 11:28 (call at 4m)"
12377,"19_11_26_06","OP Belian","Yellow-vented Bulbul",17,"0:02:37","11:02:37 AM","A","also at 3:56"
12378,"19_11_26_06","OP Belian","Malaysian Pied Fantail",10,"0:03:03","11:03:03 AM","A","call"
12379,"19_11_26_06","OP Belian","Rufous-tailed Tailorbird",10,"0:03:28","11:03:28 AM","A",""
12380,"19_11_26_06","OP Belian","Bold-striped Tit-babbler",10,"0:06:17","11:06:17 AM","A","also at 9:11, 16:25, 17:48"
12381,"19_11_26_06","OP Belian","Bold-striped Tit-babbler",10,"0:06:17","11:06:17 AM","A",""
12382,"19_11_26_06","OP Belian","Bold-striped Tit-babbler",10,"0:06:17","11:06:17 AM","A",""
12383,"19_11_26_06","OP Belian","Yellow-vented Bulbul",15,"0:13:12","11:13:12 AM","A",""
12384,"19_11_26_06","OP Belian","Lesser Coucal",50,"0:16:19","11:16:19 AM","A",""
12385,"19_11_26_06","OP Belian","Yellow-vented Bulbul",10,"0:17:49","11:17:49 AM","A",""
12386,"19_11_27_01","VJR 2","Short-tailed Babbler",6,"0:00:00","6:00:00 AM","A","constant until 4:14 // also at 17:02"
12387,"19_11_27_01","VJR 2","Oriental Dwarf Kingfisher",10,"0:00:12","6:00:12 AM","A","also at 4:28, 11:08 (at 5m)"
12388,"19_11_27_01","VJR 2","Little Spiderhunter",15,"0:00:20","6:00:20 AM","A","song"
12389,"19_11_27_01","VJR 2","Dicaeidae",20,"0:00:22","6:00:22 AM","A",""
12390,"19_11_27_01","VJR 2","Chestnut-rumped Babbler",20,"0:00:29","6:00:29 AM","A",""
12391,"19_11_27_01","VJR 2","Yellow-rumped Flowerpecker",20,"0:01:11","6:01:11 AM","A",""
12392,"19_11_27_01","VJR 2","White-crowned Shama",3,"0:01:19","6:01:19 AM","A",""
12393,"19_11_27_01","VJR 2","Little Spiderhunter",15,"0:01:20","6:01:20 AM","A",""
12394,"19_11_27_01","VJR 2","Bornean Gibbon",100,"0:01:57","6:01:57 AM","A",""
12395,"19_11_27_01","VJR 2","Rufous-fronted Babbler",25,"0:02:03","6:02:03 AM","A",""
12396,"19_11_27_01","VJR 2","Asian Fairy Bluebird",20,"0:02:32","6:02:32 AM","A",""
12397,"19_11_27_01","VJR 2","Sunbird",20,"0:03:22","6:03:22 AM","A","tshitshitship fast paced // also at 3:32, 3:42, 3:54"
12398,"19_11_27_01","VJR 2","Black-naped Monarch",20,"0:04:57","6:04:57 AM","A",""
12399,"19_11_27_01","VJR 2","Lesser Cuckoo-shrike",20,"0:05:16","6:05:16 AM","A",""
12400,"19_11_27_01","VJR 2","Yellow-rumped Flowerpecker",20,"0:05:48","6:05:48 AM","A",""
12401,"19_11_27_01","VJR 2","Chestnut-rumped Babbler",30,"0:06:10","6:06:10 AM","A",""
12402,"19_11_27_01","VJR 2","Bornean Spiderhunter",17,"0:06:27","6:06:27 AM","A",""
12403,"19_11_27_01","VJR 2",NA,20,"0:06:35","6:06:35 AM","A","Muscicapidae sp.? Super high pitched c. 7khz"
12404,"19_11_27_01","VJR 2","Buff-vented Bulbul",15,"0:06:49","6:06:49 AM","A",""
12405,"19_11_27_01","VJR 2",NA,17,"0:07:28","6:07:28 AM","A","Muscicapidae sp.? also at 8:41, 13:03, 19:00, 19:36"
12406,"19_11_27_01","VJR 2","Little Spiderhunter",10,"0:07:38","6:07:38 AM","A","song"
12407,"19_11_27_01","VJR 2","Little Spiderhunter",10,"0:07:43","6:07:43 AM","A",""
12408,"19_11_27_01","VJR 2","Rufous-crowned Babbler",30,"0:08:21","6:08:21 AM","A","also at 8:33"
12409,"19_11_27_01","VJR 2","Moustached Babbler",10,"0:09:19","6:09:19 AM","A",""
12410,"19_11_27_01","VJR 2","Rufous-crowned Babbler",25,"0:09:42","6:09:42 AM","A",""
12411,"19_12_10_05","D100 641","Sunda Frogmouth",35,"0:06:15","10:06:15 PM","A",""
12412,"19_11_27_01","VJR 2","Rufous-crowned Babbler",10,"0:09:51","6:09:51 AM","A",""
12413,"19_11_27_01","VJR 2","Little Spiderhunter",3,"0:10:25","6:10:25 AM","A",""
12414,"19_11_27_01","VJR 2","Chestnut-backed Scimitar Babbler",30,"0:10:49","6:10:49 AM","A",""
12415,"19_11_27_01","VJR 2","Chestnut-winged Babbler",25,"0:11:25","6:11:25 AM","A",""
12416,"19_11_27_01","VJR 2","Human noise",2,"0:12:15","6:12:15 AM","A","sneeze; also at 12:37, 14:01"
12417,"19_11_27_01","VJR 2","Bornean Spiderhunter",10,"0:13:26","6:13:26 AM","A","also at 19:36"
12418,"19_11_27_01","VJR 2","Slender-billed Crow",50,"0:13:43","6:13:43 AM","A",""
12419,"19_11_27_01","VJR 2","Sunbird",20,"0:14:22","6:14:22 AM","A",""
12420,"19_11_27_01","VJR 2","Little Spiderhunter",7,"0:14:32","6:14:32 AM","A",""
12421,"19_11_27_01","VJR 2","Great Argus",90,"0:15:48","6:15:48 AM","A",""
12422,"19_11_27_01","VJR 2","Dark-throated Oriole",40,"0:16:54","6:16:54 AM","A",""
12423,"19_11_27_01","VJR 2","Squirrel",20,"0:17:50","6:17:50 AM","A","also at 18:32, 19:45"
12424,"19_11_27_01","VJR 2","Black-capped Babbler",25,"0:19:23","6:19:23 AM","A",""
12425,"19_11_27_02","VJR 2","Fluffy-backed Tit-babbler",6,"0:00:00","7:00:00 AM","AV",""
12426,"19_11_27_02","VJR 2","Fluffy-backed Tit-babbler",6,"0:00:00","7:00:00 AM","AV",""
12427,"19_11_27_02","VJR 2","Fluffy-backed Tit-babbler",6,"0:00:00","7:00:00 AM","AV",""
12428,"19_11_27_02","VJR 2","Chestnut-winged Babbler",15,"0:00:03","7:00:03 AM","A",""
12429,"19_11_27_02","VJR 2","Chestnut-rumped Babbler",20,"0:00:06","7:00:06 AM","A","also at 6:08"
12430,"19_11_27_02","VJR 2","Black-capped Babbler",25,"0:00:14","7:00:14 AM","A",""
12431,"19_11_27_02","VJR 2","Picidae",20,"0:00:38","7:00:38 AM","A","drumming"
12432,"19_11_27_02","VJR 2","Short-tailed Babbler",15,"0:00:46","7:00:46 AM","A",""
12433,"19_11_27_02","VJR 2","Red-bearded Bee-eater",40,"0:01:09","7:01:09 AM","A","ID certainty 80%"
12434,"19_11_27_02","VJR 2","Little Spiderhunter",15,"0:01:22","7:01:22 AM","A","song"
12435,"19_11_27_02","VJR 2","Prionochilus",17,"0:02:45","7:02:45 AM","A","YBFP?"
12436,"19_11_27_02","VJR 2","Chestnut-winged Babbler",12,"0:03:16","7:03:16 AM","A",""
12437,"19_11_27_02","VJR 2","Yellow-rumped Flowerpecker",20,"0:03:30","7:03:30 AM","A","Tsizit"
12438,"19_11_27_02","VJR 2","Malacopteron",15,"0:03:44","7:03:44 AM","A",""
12439,"19_11_27_02","VJR 2","Black-and-yellow Broadbill",35,"0:04:31","7:04:31 AM","A",""
12440,"19_11_27_02","VJR 2","Bornean Gibbon",70,"0:06:18","7:06:18 AM","A",""
12441,"19_11_27_02","VJR 2","Chestnut-backed Scimitar Babbler",25,"0:07:45","7:07:45 AM","A",""
12442,"19_11_27_02","VJR 2","Black-winged flycatcher-shrike",12,"0:08:03","7:08:03 AM","A",""
12443,"19_11_27_02","VJR 2","Ferruginous Babbler",15,"0:08:20","7:08:20 AM","A",""
12444,"19_11_27_02","VJR 2","Oriental Dwarf Kingfisher",12,"0:09:14","7:09:14 AM","A",""
12445,"19_11_27_02","VJR 2","Black-naped Monarch",35,"0:10:12","7:10:12 AM","A",""
12446,"19_11_27_02","VJR 2","Slender-billed Crow",80,"0:11:00","7:11:00 AM","A",""
12447,"19_11_27_02","VJR 2","Ashy Tailorbird",20,"0:11:40","7:11:40 AM","A",""
12448,"19_11_27_02","VJR 2","Crested Serpent Eagle",80,"0:11:52","7:11:52 AM","A","Also at 12:30"
12449,"19_11_27_02","VJR 2","Bornean Gibbon",90,"0:12:14","7:12:14 AM","A",""
12450,"19_11_27_02","VJR 2","Black-capped Babbler",35,"0:13:12","7:13:12 AM","A",""
12451,"19_11_27_02","VJR 2","Sunbird",25,"0:13:56","7:13:56 AM","A","Sweetsweetsweet-sweet upslurred"
12452,"19_11_27_02","VJR 2","Sooty-capped Babbler",15,"0:14:33","7:14:33 AM","A",""
12453,"19_11_27_02","VJR 2","Hornbill",80,"0:14:54","7:14:54 AM","A","wingflaps"
12454,"19_11_27_02","VJR 2","Van Hasselt's Sunbird",10,"0:15:36","7:15:36 AM","A",""
12455,"19_11_27_02","VJR 2","Little Spiderhunter",12,"0:15:52","7:15:52 AM","A",""
12456,"19_11_27_02","VJR 2","Crested Jay",6,"0:19:25","7:19:25 AM","AV",""
12457,"19_11_27_02","VJR 2","Crested Jay",6,"0:19:25","7:19:25 AM","AV",""
12458,"19_11_27_03","VJR 2","White-crowned Shama",30,"0:00:12","8:00:12 AM","A","also at 14:42, 17:18"
12459,"19_11_27_03","VJR 2","Picidae",25,"0:00:26","8:00:26 AM","A",""
12460,"19_11_27_03","VJR 2","Chestnut-backed Scimitar Babbler",17,"0:00:55","8:00:55 AM","A","also at 6:50"
12461,"19_11_27_03","VJR 2","Chestnut-backed Scimitar Babbler",17,"0:00:55","8:00:55 AM","A",""
12462,"19_11_27_03","VJR 2","Little Spiderhunter",1,"0:01:09","8:01:09 AM","A",""
12463,"19_11_27_03","VJR 2","Yellow-rumped Flowerpecker",17,"0:01:37","8:01:37 AM","A",""
12464,"19_11_27_03","VJR 2","Bornean Gibbon",90,"0:01:39","8:01:39 AM","A",""
12465,"19_11_27_03","VJR 2","Chestnut-rumped Babbler",25,"0:01:53","8:01:53 AM","A",""
12466,"19_12_10_06","D100 641","Sunda Frogmouth",15,"0:01:54","11:01:54 PM","AV","Also at 2:44, 8:30, 8:53"
12467,"19_11_27_03","VJR 2","Squirrel",15,"0:03:07","8:03:07 AM","A",""
12468,"19_11_27_03","VJR 2","Little Spiderhunter",2,"0:04:41","8:04:41 AM","A",""
12469,"19_11_27_03","VJR 2","Little Spiderhunter",4,"0:06:48","8:06:48 AM","A",""
12470,"19_11_27_03","VJR 2","Ferruginous Babbler",15,"0:07:50","8:07:50 AM","A",""
12471,"19_11_27_03","VJR 2","Slender-billed Crow",60,"0:10:51","8:10:51 AM","A",""
12472,"19_11_27_03","VJR 2","Little Spiderhunter",3,"0:11:13","8:11:13 AM","A",""
12473,"19_11_27_03","VJR 2","Fluffy-backed Tit-babbler",7,"0:11:25","8:11:25 AM","V",""
12474,"19_11_27_03","VJR 2","Fluffy-backed Tit-babbler",7,"0:11:25","8:11:25 AM","V",""
12475,"19_11_27_03","VJR 2","Fluffy-backed Tit-babbler",7,"0:11:25","8:11:25 AM","V",""
12476,"19_11_27_03","VJR 2","Dark-throated Oriole",17,"0:13:30","8:13:30 AM","A","call"
12477,"19_11_27_03","VJR 2","Van Hasselt's Sunbird",20,"0:13:37","8:13:37 AM","A",""
